ds,y
2022-05-30,29.208333333333332
2022-05-31,29.09166666666667
2022-06-01,27.24291666666667
2022-06-02,29.03625
2022-06-03,28.674166666666668
2022-06-04,28.24416666666667
2022-06-05,27.621666666666666
2022-06-06,27.54041666666667
2022-06-07,28.839583333333334
2022-06-08,27.079166666666666
2022-06-09,26.866249999999997
2022-06-10,27.95583333333333
2022-06-11,28.54625
2022-06-12,28.373333333333335
2022-06-13,27.448333333333334
2022-06-14,27.329583333333332
2022-06-15,27.903333333333332
2022-06-16,27.375
2022-06-17,26.834166666666665
2022-06-18,28.490416666666665
2022-06-19,27.87375
2022-06-20,28.751666666666665
2022-06-21,28.54125
2022-06-22,28.58083333333333
2022-06-23,28.37625
2022-06-24,28.653333333333332
2022-06-25,28.52625
2022-06-26,27.694999999999997
2022-06-27,27.74625
2022-06-28,28.03708333333333
2022-06-29,28.04125
2022-06-30,28.004166666666666
2022-07-01,28.865
2022-07-02,28.875
2022-07-03,29.07875
2022-07-04,28.456666666666667
2022-07-05,27.49791666666667
2022-07-06,28.040833333333335
2022-07-07,27.583333333333332
2022-07-08,27.074166666666667
2022-07-09,27.420833333333334
2022-07-10,28.329166666666666
2022-07-11,27.829583333333332
2022-07-12,28.869583333333335
2022-07-13,27.711249999999996
2022-07-14,27.21291666666667
2022-07-15,29.03333333333333
2022-07-16,28.157916666666665
2022-07-17,27.365
2022-07-18,28.54041666666667
2022-07-19,29.074166666666667
2022-07-20,27.95125
2022-07-21,28.717916666666667
2022-07-22,28.24875
2022-07-23,28.3275
2022-07-24,27.695833333333336
2022-07-25,26.7
2022-07-26,27.701666666666668
2022-07-27,28.99291666666667
2022-07-28,28.54125
2022-07-29,28.12875
2022-07-30,27.703333333333333
2022-07-31,27.953333333333333
2022-08-01,28.743333333333336
2022-08-02,27.920416666666668
2022-08-03,28.949166666666667
2022-08-04,28.1575
2022-08-05,27.955
2022-08-06,28.039166666666663
2022-08-07,27.449166666666667
2022-08-08,28.126666666666665
2022-08-09,28.796666666666667
2022-08-10,29.04625
2022-08-11,29.412499999999998
2022-08-12,28.459166666666665
2022-08-13,27.610416666666666
2022-08-14,27.169999999999998
2022-08-15,27.697083333333335
2022-08-16,28.744583333333335
2022-08-17,28.617916666666662
2022-08-18,28.624583333333334
2022-08-19,28.629583333333333
2022-08-20,28.657916666666665
2022-08-21,28.08583333333333
2022-08-22,28.7975
2022-08-23,28.36916666666667
2022-08-24,28.46166666666667
2022-08-25,28.86916666666667
2022-08-26,28.9075
2022-08-27,28.20625
2022-08-28,27.537499999999998
2022-08-29,28.535416666666666
2022-08-30,28.87125
2022-08-31,28.12
2022-09-01,29.701666666666668
2022-09-02,29.662499999999998
2022-09-03,29.41625
2022-09-04,29.86916666666667
2022-09-05,28.877916666666664
2022-09-06,28.589583333333334
2022-09-07,29.32625
2022-09-08,27.48875
2022-09-09,27.749583333333334
2022-09-10,27.955
2022-09-11,28.703333333333333
2022-09-12,29.008333333333336
2022-09-13,29.41333333333333
2022-09-14,29.735416666666666
2022-09-15,29.53833333333333
2022-09-16,29.090416666666666
2022-09-17,29.370833333333334
2022-09-18,29.412499999999998
2022-09-19,29.20375
2022-09-20,28.864166666666666
2022-09-21,28.620416666666667
2022-09-22,29.167083333333334
2022-09-23,29.667083333333334
2022-09-24,29.211250000000003
2022-09-25,29.77916666666667
2022-09-26,29.954583333333332
2022-09-27,29.66541666666667
2022-09-28,29.667083333333334
2022-09-29,29.835416666666664
2022-09-30,27.576249999999998
2022-10-01,27.507916666666663
2022-10-02,27.25208333333333
2022-10-03,26.249166666666667
2022-10-04,27.963333333333335
2022-10-05,27.713333333333335
2022-10-06,27.42833333333333
2022-10-07,28.582083333333333
2022-10-08,29.042916666666667
2022-10-09,28.161666666666665
2022-10-10,28.999583333333334
2022-10-11,27.704166666666666
2022-10-12,29.125
2022-10-13,28.455
2022-10-14,28.3275
2022-10-15,28.171666666666667
2022-10-16,29.004166666666666
2022-10-17,27.457916666666666
2022-10-18,26.117499999999996
2022-10-19,27.58458333333333
2022-10-20,27.289583333333336
2022-10-21,25.368333333333336
2022-10-22,28.50583333333333
2022-10-23,27.319166666666664
2022-10-24,26.793333333333333
2022-10-25,27.49208333333333
2022-10-26,26.499166666666667
2022-10-27,27.13333333333333
2022-10-28,28.118750000000002
2022-10-29,27.99
2022-10-30,28.787916666666664
2022-10-31,28.825416666666666
2022-11-01,28.456666666666667
2022-11-02,28.37
2022-11-03,28.200833333333335
2022-11-04,28.124166666666667
2022-11-05,28.129166666666666
2022-11-06,27.5775
2022-11-07,26.49291666666667
2022-11-08,28.355833333333333
2022-11-09,26.92833333333333
2022-11-10,27.25708333333333
2022-11-11,27.83666666666667
2022-11-12,27.919583333333332
2022-11-13,28.19875
2022-11-14,27.623333333333335
2022-11-15,28.697083333333335
2022-11-16,27.749166666666667
2022-11-17,27.829166666666666
2022-11-18,28.24208333333333
2022-11-19,25.74083333333333
2022-11-20,26.292083333333334
2022-11-21,28.109166666666667
2022-11-22,28.125
2022-11-23,26.924166666666665
2022-11-24,26.29958333333333
2022-11-25,27.456249999999997
2022-11-26,26.780833333333334
2022-11-27,26.656666666666666
2022-11-28,27.395833333333332
2022-11-29,26.407916666666665
2022-11-30,26.33083333333333
2022-12-01,28.62291666666667
2022-12-02,28.12375
2022-12-03,28.585416666666664
2022-12-04,27.46291666666667
2022-12-05,27.280833333333334
2022-12-06,28.363333333333333
2022-12-07,28.7075
2022-12-08,28.912916666666664
2022-12-09,28.706666666666667
2022-12-10,28.782083333333333
2022-12-11,29.289583333333336
2022-12-12,29.294166666666666
2022-12-13,28.040000000000003
2022-12-14,27.916666666666668
2022-12-15,28.2475
2022-12-16,26.795833333333334
2022-12-17,27.62375
2022-12-18,28.838333333333335
2022-12-19,27.41875
2022-12-20,27.83583333333333
2022-12-21,27.9825
2022-12-22,27.25
2022-12-23,26.44333333333333
2022-12-24,27.70583333333333
2022-12-25,27.0825
2022-12-26,26.33583333333333
2022-12-27,27.329166666666666
2022-12-28,28.079583333333332
2022-12-29,26.627916666666664
2022-12-30,25.540833333333335
2022-12-31,25.127916666666664
2023-01-01,27.120833333333334
2023-01-02,27.500416666666666
2023-01-03,27.931250000000002
2023-01-04,28.461249999999996
2023-01-05,28.905
2023-01-06,28.13
2023-01-07,27.959166666666665
2023-01-08,27.159583333333334
2023-01-09,27.129166666666666
2023-01-10,28.255416666666665
2023-01-11,28.473333333333333
2023-01-12,28.028750000000002
2023-01-13,28.155
2023-01-14,28.870416666666667
2023-01-15,28.45625
2023-01-16,27.327916666666667
2023-01-17,26.28625
2023-01-18,26.92
2023-01-19,27.616666666666664
2023-01-20,27.8025
2023-01-21,27.362083333333334
2023-01-22,27.780416666666667
2023-01-23,28.42125
2023-01-24,28.37291666666667
2023-01-25,26.63083333333333
2023-01-26,26.32166666666667
2023-01-27,26.257499999999997
2023-01-28,25.506249999999998
2023-01-29,26.40125
2023-01-30,28.569999999999997
2023-01-31,27.37
2023-02-01,26.905
2023-02-02,26.332083333333333
2023-02-03,27.210416666666664
2023-02-04,26.5475
2023-02-05,28.247083333333332
2023-02-06,27.15625
2023-02-07,27.123333333333335
2023-02-08,27.368333333333336
2023-02-09,26.745416666666667
2023-02-10,28.00375
2023-02-11,26.581666666666667
2023-02-12,26.162916666666664
2023-02-13,26.871666666666666
2023-02-14,26.95
2023-02-15,26.484166666666667
2023-02-16,26.655416666666667
2023-02-17,26.996666666666666
2023-02-18,26.58083333333333
2023-02-19,27.455
2023-02-20,27.260833333333334
2023-02-21,27.32375
2023-02-22,27.13416666666667
2023-02-23,26.99875
2023-02-24,27.880416666666665
2023-02-25,28.00375
2023-02-26,27.205
2023-02-27,26.199583333333333
2023-02-28,27.04958333333333
2023-03-01,26.144166666666667
2023-03-02,24.878333333333334
2023-03-03,28.082916666666666
2023-03-04,27.922916666666666
2023-03-05,26.99208333333333
2023-03-06,27.92125
2023-03-07,28.332916666666666
2023-03-08,27.000833333333333
2023-03-09,28.33083333333333
2023-03-10,28.924999999999997
2023-03-11,29.366666666666664
2023-03-12,28.671666666666667
2023-03-13,28.245833333333334
2023-03-14,27.873333333333335
2023-03-15,28.371666666666666
2023-03-16,29.080833333333334
2023-03-17,28.574166666666667
2023-03-18,28.25208333333333
2023-03-19,28.922083333333333
2023-03-20,27.62375
2023-03-21,28.77625
2023-03-22,28.414166666666663
2023-03-23,29.459166666666665
2023-03-24,27.79125
2023-03-25,28.214166666666667
2023-03-26,28.044166666666666
2023-03-27,27.410416666666666
2023-03-28,27.58083333333333
2023-03-29,28.291666666666668
2023-03-30,26.66625
2023-03-31,26.12
2023-04-01,26.4525
2023-04-02,26.753333333333334
2023-04-03,27.581249999999997
2023-04-04,28.331249999999997
2023-04-05,27.539166666666663
2023-04-06,27.251666666666665
2023-04-07,28.38
2023-04-08,27.04958333333333
2023-04-09,27.788749999999997
2023-04-10,27.114583333333332
2023-04-11,28.868750000000002
2023-04-12,27.839583333333334
2023-04-13,27.71291666666667
2023-04-14,28.324583333333333
2023-04-15,28.660833333333333
2023-04-16,28.888333333333332
2023-04-17,28.1225
2023-04-18,28.86791666666667
2023-04-19,29.45875
2023-04-20,28.872916666666665
2023-04-21,28.913749999999997
2023-04-22,29.59
2023-04-23,30.0825
2023-04-24,29.878333333333334
2023-04-25,29.6225
2023-04-26,28.454166666666666
2023-04-27,28.659166666666668
2023-04-28,27.545416666666668
2023-04-29,27.700833333333332
2023-04-30,28.998333333333335
2023-05-01,29.2475
2023-05-02,28.794583333333332
2023-05-03,28.497083333333332
2023-05-04,29.370833333333334
2023-05-05,29.4175
2023-05-06,29.1125
2023-05-07,29.822916666666668
2023-05-08,29.63
2023-05-09,28.625416666666666
2023-05-10,28.222916666666666
2023-05-11,27.95375
2023-05-12,29.456249999999997
2023-05-13,28.325416666666666
2023-05-14,27.94666666666667
2023-05-15,27.91875
2023-05-16,28.20625
2023-05-17,28.499166666666667
2023-05-18,28.919166666666666
2023-05-19,28.584166666666665
2023-05-20,28.96083333333333
2023-05-21,28.826666666666668
2023-05-22,28.590833333333332
2023-05-23,28.9075
2023-05-24,28.911666666666665
2023-05-25,29.035416666666666
2023-05-26,28.99875
2023-05-27,28.537499999999998
2023-05-28,28.580416666666665
2023-05-29,29.241249999999997
2023-05-30,28.789166666666663
2023-05-31,28.9075
2023-06-01,29.369583333333335
2023-06-02,29.24791666666667
2023-06-03,29.29041666666667
2023-06-04,29.087083333333336
2023-06-05,29.244583333333335
2023-06-06,29.245416666666667
2023-06-07,29.000833333333333
2023-06-08,28.95875
2023-06-09,28.832083333333333
2023-06-10,29.121666666666666
2023-06-11,29.295416666666668
2023-06-12,28.999166666666667
2023-06-13,28.665000000000003
2023-06-14,28.535
2023-06-15,28.336249999999996
2023-06-16,28.489166666666666
2023-06-17,28.28833333333333
2023-06-18,28.420416666666668
2023-06-19,29.079583333333332
2023-06-20,29.340833333333332
2023-06-21,28.70958333333333
2023-06-22,29.089583333333334
2023-06-23,28.582916666666666
2023-06-24,28.445416666666663
2023-06-25,28.416666666666668
2023-06-26,28.174166666666665
2023-06-27,28.41875
2023-06-28,28.88083333333333
2023-06-29,29.120833333333334
2023-06-30,29.044166666666666
2023-07-01,28.873333333333335
2023-07-02,28.377499999999998
2023-07-03,28.385
2023-07-04,28.215
2023-07-05,28.42833333333333
2023-07-06,28.785416666666666
2023-07-07,27.282916666666665
2023-07-08,26.782916666666665
2023-07-09,28.501666666666665
2023-07-10,28.0425
2023-07-11,27.999166666666667
2023-07-12,27.94875
2023-07-13,28.45875
2023-07-14,28.574166666666667
2023-07-15,28.331666666666667
2023-07-16,27.750416666666666
2023-07-17,27.576249999999998
2023-07-18,27.777083333333334
2023-07-19,27.19875
2023-07-20,27.167916666666667
2023-07-21,27.285
2023-07-22,28.167916666666667
2023-07-23,28.079166666666666
2023-07-24,28.40625
2023-07-25,27.989166666666666
2023-07-26,27.45875
2023-07-27,27.54625
2023-07-28,27.665833333333335
2023-07-29,27.292083333333334
2023-07-30,27.37125
2023-07-31,28.089583333333334
2023-08-01,28.327916666666667
2023-08-02,28.4875
2023-08-03,28.332083333333333
2023-08-04,27.868750000000002
2023-08-05,28.24875
2023-08-06,28.417083333333334
2023-08-07,28.251666666666665
2023-08-08,28.00583333333333
2023-08-09,27.668333333333333
2023-08-10,27.36916666666667
2023-08-11,27.491666666666664
2023-08-12,28.030833333333334
2023-08-13,28.20583333333333
2023-08-14,27.96375
2023-08-15,28.409166666666668
2023-08-16,27.955416666666665
2023-08-17,27.4075
2023-08-18,27.532083333333333
2023-08-19,28.29125
2023-08-20,28.452916666666667
2023-08-21,28.166666666666668
2023-08-22,27.875833333333333
2023-08-23,27.7025
2023-08-24,27.95375
2023-08-25,28.541666666666668
2023-08-26,28.538749999999997
2023-08-27,28.447083333333335
2023-08-28,28.33125
2023-08-29,28.661666666666665
2023-08-30,28.101666666666663
2023-08-31,28.3325
2023-09-01,27.964166666666667
2023-09-02,27.630416666666665
2023-09-03,27.617500000000003
2023-09-04,27.664583333333336
2023-09-05,28.20583333333333
2023-09-06,28.624166666666667
2023-09-07,28.411666666666665
2023-09-08,28.024583333333336
2023-09-09,28.247083333333332
2023-09-10,28.53458333333333
2023-09-11,29.150000000000002
2023-09-12,28.961249999999996
2023-09-13,28.952916666666667
2023-09-14,28.077083333333334
2023-09-15,28.586250000000003
2023-09-16,28.58583333333333
2023-09-17,29.162499999999998
2023-09-18,28.50333333333333
2023-09-19,28.83
2023-09-20,28.870833333333334
2023-09-21,28.4425
2023-09-22,28.24791666666667
2023-09-23,28.990416666666665
2023-09-24,29.0825
2023-09-25,28.791666666666668
2023-09-26,28.955
2023-09-27,28.95125
2023-09-28,29.370833333333334
2023-09-29,29.462083333333336
2023-09-30,29.288749999999997
2023-10-01,29.531666666666666
2023-10-02,29.461250000000003
2023-10-03,29.4675
2023-10-04,29.779583333333335
2023-10-05,29.545833333333334
2023-10-06,30.549999999999997
2023-10-07,29.623333333333335
2023-10-08,29.838333333333335
2023-10-09,30.12
2023-10-10,29.836250000000003
2023-10-11,30.128333333333334
2023-10-12,30.281666666666666
2023-10-13,30.363333333333333
2023-10-14,30.41208333333333
2023-10-15,30.587083333333336
2023-10-16,30.371666666666666
2023-10-17,30.505416666666665
2023-10-18,30.75125
2023-10-19,30.509583333333335
2023-10-20,30.743750000000002
2023-10-21,30.551666666666666
2023-10-22,30.296666666666667
2023-10-23,29.956666666666667
2023-10-24,30.41416666666667
2023-10-25,30.48708333333333
2023-10-26,30.713333333333335
2023-10-27,30.30125
2023-10-28,30.4225
2023-10-29,30.919583333333332
2023-10-30,31.04625
2023-10-31,31.11708333333333
2023-11-01,31.07625
2023-11-02,31.25375
2023-11-03,30.624166666666667
2023-11-04,28.588333333333335
2023-11-05,29.61916666666667
2023-11-06,30.49
2023-11-07,30.493333333333336
2023-11-08,30.506249999999998
2023-11-09,30.290833333333335
2023-11-10,29.985833333333332
2023-11-11,30.749166666666667
2023-11-12,30.375
2023-11-13,30.995
2023-11-14,30.824583333333333
2023-11-15,31.046666666666667
2023-11-16,30.177916666666665
2023-11-17,30.038749999999997
2023-11-18,30.383333333333336
2023-11-19,30.965416666666666
2023-11-20,31.54375
2023-11-21,30.871666666666666
2023-11-22,31.91333333333333
2023-11-23,31.095416666666665
2023-11-24,29.533749999999998
2023-11-25,28.662916666666664
2023-11-26,29.864166666666666
2023-11-27,29.085416666666664
2023-11-28,27.58
2023-11-29,29.211666666666662
2023-11-30,29.489583333333332
2023-12-01,27.4575
2023-12-02,28.377916666666664
2023-12-03,28.711249999999996
2023-12-04,28.821250000000003
2023-12-05,29.45
2023-12-06,29.74
2023-12-07,28.990416666666665
2023-12-08,28.59208333333333
2023-12-09,28.997916666666665
2023-12-10,27.601249999999997
2023-12-11,29.550833333333333
2023-12-12,30.197083333333335
2023-12-13,29.00916666666667
2023-12-14,28.907916666666665
2023-12-15,28.38333333333333
2023-12-16,30.406666666666666
2023-12-17,29.741249999999997
2023-12-18,29.905833333333334
2023-12-19,30.157916666666665
2023-12-20,29.581666666666667
2023-12-21,30.245416666666667
2023-12-22,29.925
2023-12-23,30.326666666666668
2023-12-24,30.32625
2023-12-25,27.166666666666668
2023-12-26,29.00125
2023-12-27,29.915833333333335
2023-12-28,29.80125
2023-12-29,30.133750000000003
2023-12-30,29.375416666666666
2023-12-31,30.07625
